time,XRPUSDT,DOGEUSDT,TONUSDT,ADAUSDT,SHIBUSDT,AVAXUSDT,TRXUSDT,LINKUSDT,UNIUSDT,DOTUSDT,BCHUSDT,NEARUSDT,LTCUSDT,POLUSDT,PEPEUSDT,ICPUSDT,KASUSDT,FETUSDT,ETCUSDT,APTUSDT,HBARUSDT,FILUSDT,STXUSDT,XLMUSDT,ARBUSDT,IMXUSDT,INJUSDT,WIFUSDT,SUIUSDT,GRTUSDT
2025-01-03 03:45:00,2.4675,0.3417,5.681,1.0267,0.000022826,39.877,0.26644,22.235,14.373,7.328,464.83,5.493,106.38,0.4914,0.0000203271,11.204,0.12262,1.4116,27.008,9.325,0.304,5.423,1.6474,0.45362,0.7757,1.3854,22.046,1.995,4.3738,0.22137
2025-01-03 04:00:00,2.457,0.34057,5.675,1.0181,0.000022749,39.838,0.26571,22.139,14.341,7.27,463.2,5.474,105.94,0.4892,0.0000203006,11.032,0.12198,1.4053,26.963,9.291,0.30445,5.366,1.6417,0.452,0.7736,1.3854,21.927,1.9869,4.3542,0.22031
2025-01-03 04:15:00,2.4499,0.33994,5.667,1.013,0.000022717,39.725,0.26527,22.12,14.274,7.235,462.37,5.46,105.64,0.4873,0.0000202671,10.97,0.12184,1.3999,26.869,9.259,0.3023,5.339,1.6362,0.44899,0.7717,1.3767,21.817,1.9797,4.3467,0.21928
2025-01-03 04:30:00,2.4505,0.34,5.668,1.0159,0.000022694,39.811,0.26544,22.12,14.249,7.269,462.38,5.46,105.96,0.4877,0.0000203681,10.966,0.12178,1.4008,26.878,9.282,0.30429,5.352,1.6375,0.44778,0.7711,1.3758,21.727,1.9817,4.3789,0.21913
2025-01-03 04:45:00,2.4431,0.33885,5.664,1.0142,0.000022657,39.741,0.26476,22.092,14.222,7.248,461.35,5.467,105.51,0.4853,0.0000204055,10.921,0.12154,1.3982,26.807,9.24,0.30238,5.334,1.635,0.44531,0.7707,1.3687,21.706,1.9731,4.3632,0.21819
2025-01-03 05:00:00,2.441,0.3386,5.664,1.0179,0.000022698,39.858,0.26445,22.081,14.205,7.243,461.79,5.49,105.37,0.4857,0.0000204183,10.917,0.12161,1.396,26.804,9.245,0.30244,5.344,1.6364,0.44703,0.7701,1.3692,21.735,1.98,4.3579,0.21833
2025-01-03 05:15:00,2.4293,0.33798,5.636,1.0111,0.000022628,39.793,0.26387,22.031,14.192,7.219,460.42,5.48,104.8,0.4847,0.0000203344,10.929,0.12133,1.3891,26.738,9.21,0.30043,5.315,1.6316,0.44364,0.7669,1.3616,21.657,1.9746,4.3454,0.21769
2025-01-03 05:30:00,2.4252,0.33837,5.638,1.0147,0.000022632,39.806,0.26382,22.017,14.202,7.233,460.62,5.474,104.99,0.4844,0.0000203355,10.903,0.12155,1.3871,26.793,9.226,0.30303,5.318,1.6319,0.44613,0.7685,1.3648,21.627,1.974,4.3522,0.21791
2025-01-03 05:45:00,2.4293,0.33918,5.644,1.0212,0.000022685,39.959,0.26396,22.053,14.221,7.237,461.39,5.484,105.07,0.4847,0.0000203751,10.875,0.1215,1.3837,26.816,9.24,0.30162,5.306,1.6336,0.44895,0.77,1.3668,21.637,1.9757,4.3603,0.21788
2025-01-03 06:00:00,2.4491,0.34092,5.648,1.0332,0.000022818,40.143,0.26444,22.202,14.275,7.32,462.51,5.512,105.51,0.4893,0.0000204746,11.021,0.12221,1.3943,26.942,9.293,0.30557,5.345,1.6468,0.45647,0.7741,1.377,21.822,1.994,4.3673,0.21902
2025-01-03 06:15:00,2.4435,0.34025,5.643,1.0308,0.000022803,39.861,0.26391,22.114,14.209,7.289,460.99,5.496,105.19,0.487,0.0000203794,10.96,0.12201,1.3968,26.84,9.252,0.30354,5.326,1.6391,0.45527,0.7707,1.3703,21.688,1.9799,4.3507,0.21839
2025-01-03 06:30:00,2.4476,0.34007,5.644,1.0318,0.000022829,39.918,0.26387,22.142,14.224,7.285,460.72,5.52,105.12,0.4875,0.0000204633,10.935,0.12239,1.3964,26.821,9.266,0.30423,5.312,1.6378,0.45591,0.7713,1.37,21.731,1.9753,4.3408,0.21869
2025-01-03 06:45:00,2.4445,0.33846,5.619,1.0391,0.000022709,39.707,0.26321,21.973,14.138,7.259,459.06,5.494,104.84,0.486,0.0000203544,10.894,0.12186,1.4026,26.761,9.214,0.30313,5.292,1.6302,0.4542,0.7681,1.3639,21.592,1.9645,4.3194,0.2178
2025-01-03 07:00:00,2.4221,0.33743,5.601,1.0314,0.000022594,39.605,0.26276,21.906,14.096,7.23,458.36,5.477,104.32,0.4835,0.0000201879,10.851,0.12173,1.3954,26.705,9.18,0.30052,5.271,1.6246,0.44827,0.7657,1.3579,21.537,1.9591,4.3123,0.21767
2025-01-03 07:15:00,2.4137,0.33697,5.608,1.0377,0.000022558,39.48,0.26174,21.893,14.118,7.222,457.27,5.45,104.29,0.4833,0.0000201588,10.879,0.12147,1.396,26.676,9.171,0.29894,5.268,1.623,0.44863,0.7627,1.3576,21.505,1.9542,4.3096,0.21659
2025-01-03 07:30:00,2.415,0.33638,5.613,1.03,0.000022593,39.467,0.26162,21.867,14.08,7.227,456.85,5.443,104.46,0.4836,0.000020154,10.87,0.12146,1.3905,26.673,9.18,0.29953,5.261,1.6208,0.4496,0.7647,1.356,21.56,1.9525,4.2846,0.21672
2025-01-03 07:45:00,2.4155,0.33667,5.607,1.0345,0.000022578,39.42,0.26138,21.799,14.063,7.219,457.18,5.437,104.58,0.4838,0.0000201324,10.859,0.12096,1.3916,26.675,9.182,0.29972,5.254,1.6218,0.45005,0.7634,1.3564,21.486,1.9486,4.2994,0.21615
2025-01-03 08:00:00,2.4208,0.33811,5.616,1.0475,0.000022742,39.904,0.26138,21.781,14.095,7.285,457.98,5.474,104.73,0.485,0.0000202881,10.882,0.12125,1.4086,26.741,9.219,0.30284,5.258,1.6264,0.449,0.7649,1.3621,21.603,1.9609,4.2938,0.21724
2025-01-03 08:15:00,2.4122,0.33744,5.618,1.0568,0.000022681,40.045,0.26161,21.706,14.1,7.302,458.02,5.48,104.87,0.4857,0.00002018,10.937,0.12112,1.3997,26.75,9.231,0.30364,5.262,1.6289,0.447,0.7653,1.3619,21.634,1.959,4.2995,0.21712
2025-01-03 08:30:00,2.4183,0.33812,5.618,1.0499,0.00002275,40.198,0.26182,21.824,14.146,7.317,458.43,5.492,105.08,0.4861,0.0000202316,11.02,0.12108,1.4009,26.809,9.249,0.30332,5.288,1.6297,0.44898,0.7671,1.3626,21.683,1.967,4.312,0.21748
2025-01-03 08:45:00,2.4132,0.33723,5.627,1.041,0.000022716,40.265,0.26182,21.799,14.133,7.334,458.14,5.519,105.11,0.4867,0.0000202162,10.989,0.12026,1.3986,26.787,9.25,0.30239,5.285,1.6279,0.445,0.766,1.3639,21.747,1.9632,4.2877,0.21788
2025-01-03 09:00:00,2.4208,0.33887,5.652,1.0517,0.000022863,40.552,0.26247,22.072,14.236,7.415,460.65,5.559,105.84,0.4914,0.0000203843,11.193,0.1212,1.4156,27.016,9.338,0.3045,5.346,1.6469,0.44648,0.7721,1.3833,21.933,1.9938,4.307,0.2209
2025-01-03 09:15:00,2.4207,0.33998,5.665,1.0598,0.000022928,40.586,0.26251,22.143,14.291,7.457,461.24,5.589,106.25,0.4923,0.0000205043,11.157,0.12175,1.4277,27.12,9.358,0.30432,5.378,1.6562,0.44721,0.7774,1.3868,22.063,2.0019,4.31,0.22256
2025-01-03 09:30:00,2.4179,0.34067,5.667,1.0516,0.000022916,40.585,0.26237,22.19,14.304,7.471,460.34,5.563,106.02,0.4937,0.0000204487,11.086,0.1216,1.4276,27.084,9.344,0.305,5.36,1.6621,0.4461,0.7796,1.3837,22.008,1.9961,4.34,0.22272
2025-01-03 09:45:00,2.4203,0.33989,5.662,1.0534,0.000022896,40.592,0.26269,22.165,14.267,7.494,460.29,5.552,105.87,0.4929,0.000020378,11.101,0.1214,1.4214,27.072,9.316,0.30511,5.358,1.662,0.44779,0.7777,1.3834,21.949,1.9848,4.3245,0.22254
2025-01-03 10:00:00,2.4154,0.33924,5.646,1.0487,0.000022779,40.61,0.26198,22.075,14.215,7.485,458.89,5.539,105.71,0.4903,0.0000203515,11.042,0.12146,1.4133,27.142,9.285,0.30565,5.334,1.6516,0.44649,0.775,1.378,21.852,1.9767,4.3134,0.22097
2025-01-03 10:15:00,2.4237,0.34026,5.622,1.0577,0.00002286,40.909,0.26255,22.207,14.287,7.532,459.47,5.554,105.88,0.4915,0.0000204422,11.1,0.12158,1.4159,27.195,9.318,0.31008,5.361,1.6503,0.45005,0.7785,1.3845,21.927,1.9878,4.3217,0.22204
2025-01-03 10:30:00,2.4174,0.33991,5.608,1.0643,0.000022839,40.938,0.26229,22.247,14.33,7.541,460.05,5.575,105.94,0.4927,0.0000203751,11.098,0.12183,1.4241,27.215,9.349,0.31117,5.362,1.659,0.45019,0.778,1.3904,21.984,1.9727,4.326,0.223
2025-01-03 10:45:00,2.4111,0.33985,5.616,1.0602,0.000022804,40.901,0.26218,22.295,14.356,7.586,460.07,5.582,106.06,0.4941,0.0000203821,11.168,0.12204,1.4305,27.207,9.363,0.30948,5.373,1.658,0.44666,0.7797,1.3978,22.041,1.9815,4.3196,0.22289
2025-01-03 11:00:00,2.4129,0.34109,5.635,1.0623,0.000022855,41.036,0.26223,22.387,14.419,7.637,460.81,5.607,106.41,0.4952,0.0000204541,11.238,0.12235,1.4309,27.327,9.393,0.31107,5.402,1.6652,0.44667,0.7862,1.4025,22.114,1.9975,4.3302,0.2249
2025-01-03 11:15:00,2.4252,0.34354,5.652,1.0818,0.000023041,41.327,0.26266,22.553,14.549,7.721,462.98,5.641,106.95,0.5002,0.0000205328,11.328,0.12309,1.4519,27.351,9.432,0.31357,5.427,1.6784,0.44908,0.7894,1.409,22.315,2.0097,4.3436,0.2275
2025-01-03 11:30:00,2.4213,0.34596,5.661,1.0767,0.000023127,41.116,0.26293,22.478,14.476,7.692,463.11,5.626,107.36,0.5032,0.000020643,11.331,0.12337,1.4547,27.33,9.423,0.31267,5.393,1.6802,0.45096,0.7903,1.4095,22.367,2.0152,4.3514,0.22749
2025-01-03 11:45:00,2.4095,0.34865,5.678,1.074,0.000023234,41.298,0.2631,22.667,14.497,7.691,464.08,5.679,107.49,0.5026,0.0000206882,11.443,0.12403,1.4726,27.482,9.485,0.31472,5.422,1.6874,0.44581,0.7933,1.4171,22.468,2.0469,4.3609,0.22842
2025-01-03 12:00:00,2.4149,0.3512,5.686,1.0793,0.000023358,41.447,0.2633,22.805,14.498,7.757,464.3,5.717,108.02,0.5041,0.0000207564,11.557,0.12438,1.4755,27.547,9.491,0.3164,5.479,1.6905,0.44361,0.7965,1.4282,22.554,2.0472,4.3816,0.23044
2025-01-03 12:15:00,2.4151,0.34989,5.704,1.0986,0.000023347,41.525,0.26364,22.856,14.569,7.765,464.83,5.754,108.23,0.5063,0.0000206701,11.6,0.1248,1.4713,27.587,9.51,0.31897,5.498,1.6932,0.44448,0.7983,1.4359,22.535,2.0427,4.3895,0.23151
2025-01-03 12:30:00,2.4113,0.34875,5.673,1.0934,0.000023251,41.433,0.26364,22.816,14.522,7.806,465.33,5.722,108.04,0.5083,0.0000205869,11.635,0.1247,1.4655,27.648,9.51,0.32229,5.513,1.6871,0.44447,0.7977,1.4283,22.403,2.031,4.3872,0.23073
2025-01-03 12:45:00,2.4033,0.35081,5.688,1.09,0.000023326,41.336,0.2635,22.631,14.422,7.735,463.71,5.704,107.29,0.5055,0.0000207088,11.617,0.12592,1.4664,27.712,9.494,0.31856,5.478,1.6814,0.4401,0.7949,1.4208,22.328,2.0339,4.3822,0.2305
2025-01-03 13:00:00,2.4082,0.361,5.696,1.0872,0.000023675,41.294,0.26383,22.641,14.457,7.761,464.92,5.657,107.6,0.5084,0.0000208628,11.692,0.12473,1.462,27.792,9.509,0.31471,5.503,1.6814,0.43822,0.8012,1.4274,22.272,2.0464,4.3952,0.23101
2025-01-03 13:15:00,2.4045,0.36144,5.691,1.0643,0.000023686,41.283,0.26362,22.56,14.47,7.696,464.42,5.65,107.52,0.5038,0.0000208152,11.789,0.12451,1.447,27.839,9.502,0.31079,5.493,1.6778,0.43683,0.8028,1.4239,22.197,2.0533,4.3987,0.23098
2025-01-03 13:30:00,2.4163,0.36252,5.719,1.0731,0.000023635,41.099,0.26405,22.544,14.511,7.785,465.65,5.687,108.02,0.5052,0.0000207291,11.968,0.12596,1.4603,27.866,9.529,0.313,5.521,1.6855,0.4421,0.8031,1.4334,22.277,2.0525,4.4248,0.23285
2025-01-03 13:45:00,2.4087,0.36249,5.721,1.0709,0.000023612,40.968,0.26417,22.467,14.463,7.728,464.29,5.659,107.73,0.5033,0.0000207778,11.768,0.12527,1.4543,27.681,9.503,0.31286,5.495,1.682,0.44346,0.8002,1.4288,22.188,2.039,4.3924,0.23142
2025-01-03 14:00:00,2.418,0.36014,5.73,1.08,0.00002355,41.183,0.26469,22.699,14.571,7.774,466.08,5.697,108.57,0.5063,0.0000207995,11.81,0.12613,1.47,27.736,9.563,0.31335,5.525,1.6904,0.44483,0.8055,1.4329,22.345,2.0371,4.4137,0.23382
2025-01-03 14:15:00,2.422,0.36238,5.74,1.0797,0.000023655,41.371,0.26554,22.812,14.629,7.819,468.3,5.755,108.7,0.5091,0.0000211341,11.843,0.12635,1.4878,27.858,9.602,0.3125,5.591,1.6983,0.44317,0.8113,1.4406,22.583,2.0712,4.4565,0.23444
2025-01-03 14:30:00,2.4337,0.36211,5.753,1.0864,0.000023635,41.587,0.26601,22.957,14.678,7.845,468.57,5.736,108.98,0.5099,0.0000210848,11.903,0.12654,1.4994,27.887,9.628,0.31507,5.61,1.7061,0.44496,0.8124,1.4428,22.572,2.0723,4.4691,0.23597
2025-01-03 14:45:00,2.4342,0.36257,5.737,1.091,0.000023706,41.504,0.26596,23.025,14.696,7.847,468.42,5.736,109.02,0.5112,0.0000210992,11.96,0.12638,1.5029,27.902,9.641,0.31373,5.62,1.7041,0.44515,0.8115,1.4454,22.618,2.083,4.5102,0.23649
2025-01-03 15:00:00,2.4402,0.36664,5.729,1.09,0.000023819,41.659,0.26608,23.173,14.697,7.893,470.5,5.733,109.24,0.5129,0.0000213177,11.957,0.12674,1.4955,27.986,9.648,0.31313,5.619,1.7052,0.44487,0.8175,1.4437,22.715,2.0848,4.5159,0.23721
2025-01-03 15:15:00,2.437,0.36491,5.738,1.0899,0.000023743,41.728,0.2664,23.282,14.773,7.892,470.08,5.782,109.53,0.5139,0.0000211678,11.984,0.12684,1.5026,27.96,9.712,0.31356,5.633,1.7106,0.44353,0.8187,1.4505,22.782,2.0731,4.5613,0.23819
2025-01-03 15:30:00,2.4329,0.36662,5.762,1.0819,0.000023878,42.016,0.26716,23.315,14.89,7.88,471.22,5.776,109.65,0.5176,0.0000212545,11.961,0.12671,1.5073,28.054,9.713,0.31281,5.628,1.7198,0.44241,0.8218,1.4563,22.796,2.09,4.6087,0.23795
2025-01-03 15:45:00,2.4468,0.36603,5.762,1.0858,0.00002379,41.921,0.26805,23.455,14.932,7.87,471.54,5.805,109.36,0.5202,0.0000212335,12.045,0.12689,1.5013,28.105,9.755,0.31304,5.636,1.7251,0.44369,0.827,1.461,22.892,2.1182,4.6837,0.2401
2025-01-03 16:00:00,2.4455,0.36632,5.812,1.0997,0.000023793,41.724,0.26864,23.427,14.962,7.868,473.29,5.8,109.27,0.5202,0.0000212183,12.25,0.12793,1.5087,28.247,9.721,0.31203,5.659,1.7305,0.44418,0.8302,1.4695,23.031,2.1362,4.6575,0.24021
2025-01-03 16:15:00,2.4501,0.37522,5.809,1.0929,0.000024082,41.972,0.26896,23.508,15.016,7.955,474.66,5.795,110,0.5218,0.0000215056,12.42,0.12889,1.5028,28.366,9.815,0.30964,5.715,1.7317,0.44582,0.8317,1.4784,23.036,2.1582,4.6947,0.24054
2025-01-03 16:30:00,2.4782,0.37531,5.823,1.1025,0.000024142,42.12,0.26935,23.613,15.026,7.908,476.04,5.797,110.42,0.5225,0.0000216525,12.35,0.1291,1.5047,28.408,9.856,0.3118,5.717,1.7411,0.45068,0.8307,1.4803,23.137,2.1668,4.6993,0.24042
2025-01-03 16:45:00,2.4598,0.37254,5.809,1.0906,0.000023962,41.899,0.26904,23.602,15.026,7.9,473.97,5.792,110.23,0.5226,0.0000214819,12.302,0.12851,1.495,28.342,9.851,0.31012,5.747,1.7385,0.44632,0.8303,1.4814,23.049,2.1501,4.6841,0.24064
2025-01-03 17:00:00,2.4573,0.3752,5.793,1.0931,0.000024038,41.816,0.269,23.693,15.002,7.85,474.57,5.784,110.09,0.5199,0.0000215022,12.216,0.12874,1.5045,28.328,9.845,0.3111,5.704,1.7336,0.44995,0.8274,1.4797,23.054,2.1813,4.6766,0.24089
2025-01-03 17:15:00,2.4666,0.3778,5.797,1.0936,0.000024192,41.746,0.2687,23.796,15.021,7.85,475.05,5.782,110.63,0.5215,0.000021608,12.221,0.12934,1.5013,28.372,9.823,0.31039,5.708,1.7429,0.44792,0.8277,1.478,23.111,2.1811,4.675,0.24129
2025-01-03 17:30:00,2.4586,0.37764,5.782,1.0899,0.000024131,41.857,0.26857,23.768,15.052,7.79,474.22,5.766,110.31,0.5203,0.0000215716,12.133,0.12896,1.5006,28.325,9.819,0.31159,5.677,1.7399,0.44507,0.8244,1.4796,23.089,2.1812,4.6955,0.24018
2025-01-03 17:45:00,2.4427,0.37556,5.783,1.084,0.000024043,41.794,0.2683,23.583,15.033,7.785,472.91,5.746,110.19,0.518,0.0000214519,12.048,0.12852,1.4959,28.295,9.8,0.31081,5.659,1.7347,0.44222,0.8206,1.4795,23.023,2.1824,4.7086,0.24113
2025-01-03 18:00:00,2.4462,0.376,5.796,1.0833,0.000024146,41.795,0.26876,23.754,15.109,7.786,474.32,5.756,110.4,0.5189,0.0000215574,12.135,0.12848,1.5003,28.288,9.806,0.31119,5.672,1.7375,0.44201,0.826,1.4807,23.042,2.1984,4.7145,0.24216
2025-01-03 18:15:00,2.4572,0.37858,5.796,1.0873,0.000024213,41.956,0.26931,23.705,15.138,7.806,475.31,5.787,110.84,0.5197,0.0000215977,12.19,0.12903,1.4948,28.34,9.833,0.3126,5.68,1.7391,0.44699,0.8293,1.4837,23.148,2.2016,4.7392,0.24328
2025-01-03 18:30:00,2.4534,0.3781,5.794,1.0834,0.000024144,42.141,0.26921,23.746,15.168,7.796,474.61,5.788,111.29,0.5196,0.0000216276,12.203,0.12899,1.4959,28.345,9.864,0.31369,5.673,1.7402,0.44654,0.8307,1.4828,23.118,2.1902,4.7406,0.24267
2025-01-03 18:45:00,2.4514,0.37941,5.786,1.0821,0.000024091,41.905,0.26923,23.771,15.181,7.788,474.86,5.782,111.27,0.5193,0.000021538,12.194,0.12862,1.4907,28.242,9.83,0.31303,5.649,1.7326,0.44719,0.8288,1.4828,23.091,2.1749,4.7416,0.24192
2025-01-03 19:00:00,2.47,0.38229,5.8,1.0898,0.0000242,42.178,0.26956,23.836,15.161,7.792,476.39,5.772,111.88,0.5208,0.000021607,12.239,0.12904,1.4944,28.3,9.862,0.31523,5.657,1.7363,0.45078,0.8312,1.4826,23.177,2.1824,4.7583,0.24145
2025-01-03 19:15:00,2.4756,0.37944,5.793,1.0961,0.000024121,41.957,0.26988,23.829,15.15,7.795,475.85,5.768,112.75,0.5211,0.0000215187,12.224,0.12911,1.4962,28.273,9.866,0.31764,5.65,1.7336,0.45229,0.8307,1.4783,23.119,2.1776,4.7748,0.24178
2025-01-03 19:30:00,2.4697,0.37809,5.79,1.0971,0.000024123,42.008,0.27056,23.854,15.164,7.774,475.97,5.77,113.41,0.5226,0.0000215224,12.299,0.12921,1.4966,28.326,9.88,0.31898,5.652,1.7331,0.45224,0.8344,1.4814,23.111,2.1576,4.8156,0.24324
2025-01-03 19:45:00,2.4731,0.37941,5.793,1.097,0.000024138,41.993,0.2705,23.783,15.16,7.759,475.35,5.761,113.27,0.5196,0.0000215165,12.317,0.12917,1.4936,28.274,9.871,0.31644,5.645,1.733,0.45375,0.8318,1.4783,23.092,2.1581,4.8457,0.2422
2025-01-03 20:00:00,2.4584,0.37593,5.798,1.0944,0.000024066,41.61,0.26926,23.589,15.105,7.713,473.46,5.731,112.78,0.5165,0.0000213581,12.229,0.12862,1.4841,28.167,9.797,0.31287,5.639,1.7247,0.45035,0.827,1.4676,22.962,2.1384,4.8184,0.24039
2025-01-03 20:15:00,2.4633,0.37538,5.811,1.1093,0.00002413,41.636,0.26976,23.649,15.169,7.735,474.35,5.766,113.99,0.5189,0.000021432,12.309,0.12938,1.4867,28.255,9.799,0.31403,5.65,1.7296,0.45215,0.8335,1.4766,23.037,2.1514,4.8845,0.24109
2025-01-03 20:30:00,2.457,0.37576,5.804,1.1131,0.000024167,41.548,0.2697,23.578,15.121,7.708,474.19,5.751,114.03,0.5183,0.0000214357,12.334,0.12975,1.4863,28.277,9.765,0.31245,5.647,1.7256,0.44886,0.8313,1.4708,22.987,2.1468,4.8469,0.24082
2025-01-03 20:45:00,2.4486,0.37689,5.805,1.1155,0.000024258,41.465,0.26986,23.541,15.092,7.678,473.75,5.753,114.09,0.519,0.0000214977,12.25,0.12999,1.4897,28.27,9.739,0.31119,5.654,1.7233,0.44807,0.8316,1.4712,22.994,2.1537,4.8221,0.2405
2025-01-03 21:00:00,2.4452,0.38044,5.822,1.0968,0.000024287,41.71,0.26949,23.542,15.115,7.675,473.66,5.769,113.21,0.5187,0.0000215021,12.273,0.12983,1.4888,28.279,9.755,0.3125,5.644,1.721,0.44885,0.8316,1.4686,23.021,2.1577,4.8339,0.24095
2025-01-03 21:15:00,2.4527,0.38156,5.812,1.0995,0.000024372,41.796,0.26965,23.504,15.189,7.724,475.07,5.785,113.71,0.5197,0.0000215747,12.245,0.12996,1.4935,28.435,9.783,0.3152,5.663,1.7238,0.45153,0.8356,1.4702,23.073,2.1608,4.8488,0.24233
2025-01-03 21:30:00,2.4488,0.38612,5.814,1.0915,0.000024499,41.764,0.26931,23.452,15.249,7.721,474.54,5.775,114.02,0.5197,0.0000216366,12.186,0.12952,1.488,28.454,9.771,0.31474,5.658,1.7226,0.44862,0.8355,1.4693,23.039,2.1616,4.8455,0.24138
2025-01-03 21:45:00,2.4536,0.38637,5.801,1.0896,0.000024527,41.766,0.26967,23.444,15.216,7.71,474.09,5.779,114.4,0.5188,0.0000215728,12.174,0.12965,1.4854,28.397,9.766,0.31499,5.654,1.7207,0.44806,0.8333,1.4653,23,2.1563,4.8603,0.2408
2025-01-03 22:00:00,2.4615,0.38575,5.801,1.0887,0.000024531,42.024,0.26982,23.406,15.227,7.746,473.27,5.802,114.79,0.521,0.0000215351,12.166,0.12918,1.4902,28.375,9.769,0.31588,5.651,1.7279,0.44914,0.8317,1.4678,23.005,2.1559,4.8734,0.24077
2025-01-03 22:15:00,2.4579,0.38536,5.814,1.0919,0.000024446,41.958,0.27128,23.6,15.226,7.758,473.54,5.806,114.14,0.521,0.0000215876,12.169,0.12958,1.4947,28.457,9.79,0.31569,5.646,1.7329,0.44786,0.8347,1.4666,23.077,2.1574,4.8987,0.24147
2025-01-03 22:30:00,2.4607,0.38267,5.803,1.093,0.000024378,41.916,0.27049,23.532,15.205,7.735,473.99,5.791,113.83,0.5201,0.0000216049,12.171,0.12947,1.4888,28.44,9.786,0.31397,5.645,1.7322,0.44805,0.8354,1.4666,22.976,2.1589,4.8916,0.24112
2025-01-03 22:45:00,2.4596,0.38323,5.806,1.0981,0.000024426,41.907,0.27051,23.457,15.18,7.75,473.8,5.795,113.46,0.5203,0.000021543,12.251,0.12942,1.4916,28.457,9.783,0.31414,5.648,1.7337,0.45051,0.8351,1.4669,23.015,2.1585,4.8901,0.24132
2025-01-03 23:00:00,2.4566,0.38223,5.802,1.0974,0.00002447,41.871,0.27004,23.434,15.209,7.755,473.48,5.787,113.32,0.5191,0.0000215568,12.236,0.12931,1.4938,28.428,9.787,0.3138,5.656,1.7404,0.45102,0.8333,1.4651,22.958,2.1561,4.9152,0.24101
2025-01-03 23:15:00,2.4646,0.38073,5.799,1.0964,0.000024326,41.871,0.26957,23.385,15.175,7.749,473.21,5.781,113.26,0.5184,0.0000214519,12.276,0.12892,1.4961,28.373,9.784,0.31252,5.644,1.7368,0.45239,0.8332,1.4634,22.947,2.1532,4.91,0.24071
2025-01-03 23:30:00,2.4566,0.37956,5.796,1.0953,0.000024389,41.821,0.26987,23.402,15.197,7.741,473.15,5.786,112.76,0.5185,0.0000215591,12.32,0.12888,1.4963,28.42,9.808,0.31274,5.651,1.7366,0.44921,0.8336,1.4677,22.972,2.1629,4.9783,0.24119
2025-01-03 23:45:00,2.4541,0.37963,5.802,1.0897,0.000024423,41.93,0.27024,23.485,15.213,7.75,473.85,5.817,112.74,0.5194,0.0000215907,12.395,0.12908,1.4998,28.447,9.811,0.31368,5.665,1.738,0.44851,0.8344,1.4738,23.051,2.1679,4.9847,0.24183
2025-01-04 00:00:00,2.4586,0.38107,5.811,1.1003,0.00002455,41.92,0.26987,23.458,15.178,7.751,473.91,5.795,112.32,0.5203,0.0000216355,12.522,0.12947,1.5023,28.452,9.785,0.31295,5.657,1.7293,0.45641,0.8361,1.4705,23.012,2.171,4.9429,0.24134
2025-01-04 00:15:00,2.4546,0.38251,5.814,1.1044,0.000024741,41.88,0.26978,23.484,15.191,7.738,474.55,5.808,111.94,0.522,0.0000217649,12.394,0.12957,1.4952,28.544,9.779,0.3116,5.653,1.7312,0.45148,0.8379,1.47,22.98,2.1671,4.9143,0.24138
2025-01-04 00:30:00,2.4353,0.38133,5.785,1.0854,0.000024465,41.66,0.26873,23.332,15.06,7.691,471.65,5.771,111.98,0.5177,0.0000215051,12.352,0.12863,1.4871,28.277,9.727,0.30822,5.622,1.7149,0.44782,0.8333,1.4577,22.898,2.1508,4.8885,0.23964
2025-01-04 00:45:00,2.4436,0.38025,5.784,1.0852,0.000024361,41.696,0.26877,23.284,15.055,7.69,471.86,5.779,111.55,0.5174,0.0000214346,12.513,0.12851,1.4898,28.303,9.7,0.30918,5.62,1.7171,0.45316,0.8305,1.4568,22.856,2.1511,4.8895,0.23975
2025-01-04 01:00:00,2.4382,0.38023,5.756,1.0812,0.000024244,41.518,0.26787,23.188,14.958,7.639,469.92,5.743,110.98,0.5131,0.0000213384,12.33,0.12802,1.48,28.177,9.647,0.3077,5.582,1.7077,0.45622,0.8267,1.4459,22.735,2.136,4.865,0.23836
2025-01-04 01:15:00,2.4414,0.38174,5.768,1.085,0.000024262,41.62,0.26816,23.245,14.993,7.685,470.97,5.778,111.19,0.5153,0.0000215053,12.28,0.12834,1.4833,28.23,9.709,0.30865,5.595,1.7151,0.45974,0.8309,1.4503,22.811,2.1564,4.8834,0.23975
2025-01-04 01:30:00,2.4444,0.38178,5.759,1.0933,0.000024333,41.738,0.26825,23.254,14.959,7.705,470.77,5.779,111.22,0.5158,0.0000214479,12.322,0.12925,1.4837,28.251,9.697,0.3098,5.598,1.7189,0.4599,0.8304,1.4551,22.818,2.1501,4.867,0.24016
2025-01-04 01:45:00,2.4734,0.38047,5.776,1.105,0.000024321,42.106,0.26885,23.34,14.97,7.787,471.64,5.823,111.33,0.5182,0.00002136,12.442,0.12875,1.4892,28.303,9.71,0.31399,5.621,1.7279,0.47231,0.8323,1.4596,22.881,2.1481,4.8604,0.24201
2025-01-04 02:00:00,2.4846,0.38017,5.762,1.0964,0.000024275,41.981,0.26913,23.297,14.954,7.76,471.49,5.812,111.51,0.5171,0.0000212895,12.394,0.12852,1.4889,28.333,9.706,0.31448,5.622,1.7237,0.47511,0.8311,1.457,22.877,2.1455,4.868,0.24151
