time,XRPUSDT,DOGEUSDT,TONUSDT,ADAUSDT,SHIBUSDT,AVAXUSDT,TRXUSDT,LINKUSDT,UNIUSDT,DOTUSDT,BCHUSDT,NEARUSDT,LTCUSDT,POLUSDT,PEPEUSDT,ICPUSDT,KASUSDT,FETUSDT,ETCUSDT,APTUSDT,HBARUSDT,FILUSDT,STXUSDT,XLMUSDT,ARBUSDT,IMXUSDT,INJUSDT,WIFUSDT,SUIUSDT,GRTUSDT
2025-01-12 08:45:00,2.5247,0.33674,5.351,0.9966,0.000021606,36.571,0.23743,19.928,13.642,6.677,439.57,5.007,103.25,0.4542,0.0000175218,10.326,0.11639,1.3038,25.289,8.892,0.28298,5.127,1.5087,0.43491,0.7278,1.2414,20.902,1.5395,4.8228,0.20195
2025-01-12 09:00:00,2.5294,0.33725,5.357,1.0003,0.000021689,36.709,0.23748,19.981,13.648,6.696,440.02,5.024,103.2,0.455,0.000017579,10.339,0.11663,1.3071,25.367,8.925,0.28387,5.14,1.5146,0.43568,0.7311,1.2452,20.988,1.5415,4.8275,0.20247
2025-01-12 09:15:00,2.5106,0.33562,5.342,0.9953,0.000021605,36.617,0.23703,19.863,13.622,6.67,437.7,5.005,102.84,0.4534,0.0000175389,10.294,0.11638,1.302,25.268,8.896,0.2821,5.119,1.5087,0.43229,0.7279,1.242,20.889,1.5359,4.8041,0.20141
2025-01-12 09:30:00,2.4884,0.33459,5.321,0.9882,0.000021549,36.422,0.2362,19.834,13.547,6.642,436.77,4.975,102.59,0.4515,0.0000174965,10.235,0.11621,1.2957,25.181,8.867,0.28035,5.095,1.5045,0.42972,0.7255,1.2328,20.779,1.5254,4.7966,0.20075
2025-01-12 09:45:00,2.4961,0.3355,5.33,0.99,0.000021588,36.53,0.23641,19.886,13.592,6.658,437.88,4.99,102.83,0.4523,0.0000175392,10.26,0.11676,1.2993,25.243,8.885,0.28108,5.113,1.5072,0.43029,0.7264,1.2365,20.821,1.5303,4.8005,0.20157
2025-01-12 10:00:00,2.4928,0.33589,5.338,0.9885,0.000021621,36.506,0.23624,19.873,13.586,6.646,438.28,4.992,102.95,0.4521,0.0000175474,10.271,0.11685,1.2982,25.254,8.876,0.28047,5.116,1.5077,0.42843,0.7272,1.2351,20.812,1.5338,4.81,0.20146
2025-01-12 10:15:00,2.4821,0.33502,5.328,0.982,0.000021577,36.45,0.23606,19.85,13.56,6.624,438,4.98,102.8,0.4504,0.0000175325,10.262,0.11645,1.2939,25.2,8.86,0.27972,5.098,1.5036,0.42653,0.7245,1.2305,20.687,1.5282,4.7975,0.20052
2025-01-12 10:30:00,2.4845,0.3355,5.34,0.9818,0.000021607,36.519,0.23598,19.885,13.586,6.645,438.35,4.982,102.92,0.4514,0.0000175604,10.298,0.11649,1.2976,25.24,8.879,0.28083,5.112,1.5071,0.4279,0.7267,1.2343,20.737,1.5329,4.8093,0.20098
2025-01-12 10:45:00,2.4844,0.33561,5.354,0.9815,0.000021588,36.632,0.23624,19.913,13.648,6.666,438.16,4.994,103.05,0.4521,0.0000175839,10.305,0.11638,1.2994,25.308,8.895,0.28072,5.124,1.5104,0.42786,0.7292,1.2374,20.84,1.5388,4.8134,0.20147
2025-01-12 11:00:00,2.4835,0.33629,5.376,0.9831,0.000021636,36.697,0.23667,19.94,13.685,6.677,439.34,5.01,103.25,0.4527,0.0000176213,10.327,0.11661,1.3011,25.313,8.909,0.2804,5.123,1.5118,0.42739,0.7318,1.2377,20.847,1.546,4.8354,0.20165
2025-01-12 11:15:00,2.4919,0.33664,5.382,0.9876,0.000021619,36.74,0.23707,19.973,13.723,6.687,441.69,5.015,103.36,0.4536,0.0000176318,10.41,0.11673,1.3029,25.36,8.914,0.28063,5.127,1.5145,0.42774,0.7315,1.2404,20.922,1.5442,4.8216,0.2021
2025-01-12 11:30:00,2.5029,0.33742,5.398,0.9921,0.000021664,36.809,0.23732,20.03,13.736,6.701,442.5,5.027,103.44,0.4551,0.0000176863,10.48,0.11663,1.3103,25.389,8.946,0.28214,5.142,1.5205,0.42818,0.7328,1.2451,21.009,1.5532,4.8285,0.20289
2025-01-12 11:45:00,2.4943,0.33601,5.373,0.9887,0.00002163,36.761,0.23709,19.956,13.695,6.677,444.85,5.017,103.07,0.4546,0.0000176283,10.516,0.11644,1.3077,25.332,8.936,0.28108,5.137,1.5159,0.42683,0.732,1.2444,20.965,1.5573,4.81,0.20234
2025-01-12 12:00:00,2.5088,0.3368,5.387,0.9908,0.000021644,36.767,0.23716,19.941,13.692,6.673,448,5.018,102.99,0.4535,0.0000176475,10.444,0.11727,1.3076,25.314,8.93,0.2817,5.134,1.5176,0.42805,0.7307,1.2379,20.926,1.5526,4.8094,0.20281
2025-01-12 12:15:00,2.513,0.33707,5.39,0.9958,0.00002171,36.868,0.23793,19.985,13.695,6.692,454.17,5.027,103,0.4548,0.0000176671,10.453,0.11739,1.3104,25.399,8.941,0.28264,5.15,1.5256,0.42894,0.7324,1.2425,21.007,1.5504,4.8179,0.20314
2025-01-12 12:30:00,2.5069,0.33681,5.397,0.991,0.000021678,36.854,0.23799,19.966,13.661,6.682,456.03,5.026,102.8,0.4543,0.0000176783,10.401,0.11681,1.3075,25.373,8.93,0.28097,5.143,1.5293,0.42734,0.7317,1.2439,20.949,1.5524,4.8097,0.203
2025-01-12 12:45:00,2.5071,0.33609,5.392,0.9904,0.000021645,36.734,0.23755,19.901,13.605,6.66,451.98,5.014,102.47,0.453,0.0000176634,10.317,0.11658,1.3002,25.318,8.905,0.28058,5.128,1.5233,0.42779,0.7292,1.2381,20.893,1.5464,4.7956,0.20205
2025-01-12 13:00:00,2.5132,0.33698,5.396,0.9947,0.000021684,36.914,0.23778,19.946,13.635,6.685,451.42,5.024,102.76,0.4539,0.0000176769,10.355,0.11671,1.3051,25.339,8.925,0.28056,5.14,1.5305,0.42969,0.7304,1.2415,20.968,1.551,4.8125,0.20265
2025-01-12 13:15:00,2.5103,0.33777,5.391,0.9967,0.000021728,36.984,0.23795,20,13.695,6.699,453.15,5.038,102.95,0.4552,0.0000177345,10.384,0.11686,1.3092,25.409,8.95,0.28163,5.147,1.5366,0.42882,0.7322,1.2453,21.018,1.56,4.82,0.20322
2025-01-12 13:30:00,2.5062,0.3372,5.398,0.9936,0.000021669,36.964,0.23751,19.962,13.701,6.686,451.92,5.029,102.87,0.4546,0.0000176991,10.372,0.11711,1.3057,25.355,8.951,0.28133,5.137,1.5305,0.42767,0.7311,1.243,20.95,1.5593,4.8097,0.203
2025-01-12 13:45:00,2.5072,0.33762,5.398,0.9994,0.000021666,37.114,0.2373,19.993,13.739,6.7,451.04,5.038,102.87,0.4551,0.0000177374,10.399,0.11712,1.3076,25.39,8.97,0.28201,5.148,1.5318,0.42779,0.733,1.2463,20.994,1.5666,4.8142,0.20343
2025-01-12 14:00:00,2.5033,0.3385,5.391,0.995,0.000021722,37.278,0.2377,20.023,13.788,6.704,451.36,5.048,102.9,0.4566,0.0000177903,10.45,0.11759,1.3173,25.422,9.006,0.28224,5.161,1.5379,0.4274,0.7358,1.2486,21.045,1.5789,4.8246,0.20377
2025-01-12 14:15:00,2.496,0.33828,5.394,0.9951,0.000021661,37.261,0.23751,20.003,13.751,6.694,450.48,5.04,102.6,0.4554,0.0000177616,10.442,0.11739,1.3145,25.401,9.011,0.2812,5.149,1.5335,0.42498,0.7347,1.2477,21.02,1.572,4.8086,0.20345
2025-01-12 14:30:00,2.4928,0.33842,5.387,0.9898,0.000021731,37.143,0.23741,19.981,13.745,6.695,451.32,5.038,102.59,0.4556,0.00001777,10.434,0.11721,1.3106,25.393,9.007,0.28054,5.141,1.5302,0.4251,0.733,1.2464,20.958,1.5722,4.7982,0.20317
2025-01-12 14:45:00,2.5018,0.33818,5.328,0.9915,0.000021724,37.128,0.2371,20.01,13.749,6.686,451.82,5.024,102.52,0.455,0.0000177905,10.459,0.11726,1.3085,25.366,8.997,0.28008,5.14,1.5271,0.42576,0.732,1.2464,20.924,1.5666,4.7912,0.20297
2025-01-12 15:00:00,2.5081,0.33789,5.336,0.9922,0.000021672,37.1,0.2368,19.974,13.718,6.669,450.18,5.021,102.31,0.4544,0.0000177601,10.41,0.11686,1.3049,25.32,8.983,0.27967,5.131,1.5251,0.42616,0.7304,1.2435,20.933,1.5631,4.8115,0.2027
2025-01-12 15:15:00,2.5308,0.34133,5.368,1.0029,0.000021889,37.467,0.23783,20.204,13.801,6.738,452.04,5.074,103.02,0.4587,0.000017989,10.538,0.11761,1.3235,25.544,9.084,0.28375,5.188,1.5402,0.43224,0.7409,1.257,21.166,1.5828,4.8625,0.20524
2025-01-12 15:30:00,2.5223,0.34012,5.382,0.993,0.00002182,37.328,0.23776,20.124,13.753,6.724,451.05,5.057,102.74,0.4584,0.0000179312,10.495,0.11752,1.3192,25.45,9.065,0.28259,5.169,1.5383,0.42993,0.7373,1.2513,21.133,1.576,4.8341,0.20456
2025-01-12 15:45:00,2.5216,0.3403,5.385,0.9933,0.000021823,37.47,0.23799,20.139,13.77,6.734,450.91,5.072,102.82,0.4594,0.0000179422,10.507,0.11758,1.3219,25.497,9.069,0.28223,5.164,1.5393,0.43001,0.7472,1.2545,21.23,1.5838,4.8405,0.20477
2025-01-12 16:00:00,2.5293,0.33875,5.377,0.9915,0.00002176,37.256,0.23726,20.062,13.735,6.711,456.69,5.05,102.69,0.4569,0.0000178415,10.387,0.11722,1.3119,25.413,9.022,0.28133,5.152,1.532,0.42959,0.74,1.2488,21.096,1.5728,4.8124,0.20399
2025-01-12 16:15:00,2.5376,0.33881,5.382,0.9936,0.000021741,37.19,0.23705,20.016,13.767,6.708,457,5.043,102.92,0.4565,0.0000178561,10.364,0.11751,1.311,25.43,9.023,0.28138,5.148,1.5312,0.43086,0.7403,1.2475,21.086,1.5674,4.7994,0.20342
2025-01-12 16:30:00,2.5302,0.33979,5.387,0.9923,0.000021827,37.215,0.23736,20.069,13.831,6.716,460.15,5.056,103.3,0.4575,0.0000179228,10.396,0.11765,1.312,25.507,9.064,0.28233,5.161,1.5404,0.43061,0.7419,1.2535,21.128,1.5712,4.8126,0.20446
2025-01-12 16:45:00,2.5293,0.34015,5.39,0.9922,0.000021831,37.186,0.23729,20.078,13.843,6.718,461.5,5.061,103.57,0.4576,0.000017966,10.402,0.11792,1.3118,25.549,9.05,0.2825,5.165,1.542,0.43049,0.7407,1.2532,21.089,1.574,4.8149,0.2047
2025-01-12 17:00:00,2.5347,0.34065,5.386,0.9929,0.000021909,37.195,0.23748,20.162,13.843,6.731,462.03,5.065,103.95,0.4585,0.0000180074,10.413,0.11822,1.3164,25.666,9.066,0.28339,5.171,1.5398,0.43123,0.7438,1.2532,21.16,1.5814,4.8185,0.20485
2025-01-12 17:15:00,2.526,0.3398,5.372,0.9882,0.000021816,37.155,0.23735,20.09,13.835,6.721,463.16,5.048,103.93,0.4573,0.0000179434,10.392,0.11874,1.3114,25.587,9.051,0.28416,5.162,1.5351,0.42918,0.7417,1.2492,21.083,1.5743,4.7976,0.20408
2025-01-12 17:30:00,2.5347,0.34113,5.376,0.9893,0.000021867,37.206,0.23737,20.142,13.828,6.733,462.58,5.056,104.17,0.4574,0.0000179959,10.406,0.11846,1.3147,25.621,9.065,0.28428,5.17,1.5374,0.42902,0.7427,1.2507,21.149,1.5792,4.8148,0.20438
2025-01-12 17:45:00,2.5402,0.34056,5.378,0.9903,0.000021865,37.135,0.23724,20.107,13.824,6.73,460.88,5.046,103.98,0.4578,0.0000179597,10.391,0.11841,1.3149,25.612,9.06,0.2836,5.168,1.5377,0.42947,0.7433,1.248,21.093,1.5754,4.8112,0.20408
2025-01-12 18:00:00,2.5383,0.34099,5.38,0.9951,0.000021891,37.205,0.23741,20.128,13.822,6.746,461.96,5.063,104.06,0.4592,0.0000179816,10.41,0.11864,1.3161,25.64,9.067,0.28342,5.174,1.5401,0.42976,0.7451,1.2505,21.149,1.5742,4.8092,0.20462
2025-01-12 18:15:00,2.5337,0.34076,5.368,0.9937,0.000021859,37.15,0.23717,20.104,13.803,6.731,461.51,5.057,103.8,0.4581,0.0000179742,10.396,0.1185,1.3138,25.587,9.049,0.2827,5.161,1.5385,0.42783,0.7441,1.2472,21.122,1.5722,4.796,0.20435
2025-01-12 18:30:00,2.5301,0.33943,5.349,0.9892,0.000021788,36.914,0.23667,20.006,13.756,6.695,459.89,5.029,103.76,0.4555,0.0000178964,10.326,0.11805,1.307,25.48,8.999,0.28124,5.135,1.5298,0.4265,0.7381,1.2395,20.977,1.5607,4.7603,0.20334
2025-01-12 18:45:00,2.5426,0.33894,5.368,0.987,0.000021772,36.906,0.23645,20.038,13.814,6.696,458.69,5.03,103.61,0.4555,0.0000179261,10.351,0.11822,1.3086,25.507,9.017,0.28326,5.132,1.5315,0.42832,0.7399,1.2404,21.033,1.5623,4.7696,0.20342
2025-01-12 19:00:00,2.5384,0.33854,5.368,0.9831,0.000021793,36.852,0.23617,19.991,13.827,6.687,457.46,5.015,103.36,0.4546,0.0000179074,10.329,0.11806,1.3055,25.483,9.003,0.28307,5.122,1.5282,0.42696,0.7379,1.2384,20.974,1.558,4.7697,0.20273
2025-01-12 19:15:00,2.5489,0.33885,5.366,0.984,0.000021758,36.841,0.23587,19.994,13.824,6.684,458.92,5.012,103.42,0.4547,0.0000178859,10.334,0.11828,1.3056,25.482,8.999,0.2825,5.126,1.5262,0.42833,0.7372,1.2386,20.943,1.5574,4.7612,0.20275
2025-01-12 19:30:00,2.5454,0.3394,5.369,0.9864,0.000021746,36.823,0.236,20.04,13.801,6.684,457.42,5.022,103.59,0.4542,0.000017874,10.337,0.11849,1.3054,25.496,9.016,0.28249,5.132,1.5285,0.42813,0.7377,1.2385,20.945,1.5592,4.7582,0.20291
2025-01-12 19:45:00,2.5468,0.3395,5.362,0.9856,0.000021765,36.795,0.23553,20.023,13.775,6.695,456.79,5.021,103.87,0.4541,0.000017922,10.335,0.11886,1.306,25.489,9.021,0.282,5.13,1.5291,0.42747,0.7381,1.2398,20.901,1.5625,4.7624,0.20292
2025-01-12 20:00:00,2.5401,0.33996,5.36,0.9836,0.000021819,36.91,0.23554,20.066,13.838,6.705,457.25,5.029,103.78,0.4547,0.0000179615,10.354,0.11946,1.3094,25.55,9.039,0.28182,5.137,1.5336,0.42763,0.7403,1.2397,20.996,1.5687,4.7732,0.2031
2025-01-12 20:15:00,2.5397,0.3395,5.359,0.9811,0.000021813,36.834,0.23546,20.019,13.833,6.692,456.38,5.019,103.66,0.4538,0.0000179458,10.342,0.11954,1.3075,25.507,9.008,0.28088,5.127,1.5313,0.42667,0.7393,1.2368,20.968,1.5676,4.7677,0.20272
2025-01-12 20:30:00,2.5307,0.33847,5.355,0.979,0.000021747,36.721,0.23486,19.952,13.781,6.668,454.33,4.999,103.36,0.4521,0.0000178852,10.293,0.11829,1.3028,25.427,8.947,0.28034,5.107,1.5255,0.42553,0.7355,1.2323,20.896,1.5599,4.7562,0.20179
2025-01-12 20:45:00,2.5403,0.33826,5.351,0.9814,0.000021717,36.757,0.2347,19.963,13.781,6.673,455.16,4.999,103.38,0.4514,0.0000179085,10.288,0.11826,1.3032,25.452,8.885,0.28008,5.114,1.5257,0.42692,0.7357,1.2353,20.921,1.563,4.7634,0.20218
2025-01-12 21:00:00,2.5242,0.33714,5.342,0.9774,0.000021613,36.627,0.23404,19.9,13.734,6.646,453.94,4.985,102.96,0.4504,0.0000178446,10.261,0.11798,1.2994,25.356,8.872,0.27818,5.103,1.5206,0.42519,0.7326,1.2302,20.871,1.5583,4.7396,0.20136
2025-01-12 21:15:00,2.5258,0.33714,5.34,0.9775,0.000021648,36.649,0.2335,19.903,13.728,6.645,453.65,4.987,102.96,0.4511,0.0000178712,10.265,0.11776,1.2996,25.342,8.884,0.27873,5.099,1.5191,0.42564,0.7332,1.2298,20.906,1.5599,4.7475,0.20152
2025-01-12 21:30:00,2.5248,0.33643,5.321,0.9774,0.000021593,36.557,0.23345,19.859,13.675,6.63,452.87,4.976,102.78,0.4499,0.0000178748,10.231,0.11743,1.2975,25.306,8.848,0.27791,5.09,1.5164,0.42481,0.7305,1.225,20.819,1.5542,4.7389,0.20098
2025-01-12 21:45:00,2.5188,0.33555,5.316,0.9747,0.00002152,36.502,0.23299,19.823,13.669,6.617,452.01,4.963,102.37,0.4492,0.0000178125,10.221,0.11709,1.2931,25.263,8.823,0.27709,5.069,1.5121,0.42326,0.7298,1.2211,20.741,1.5513,4.7391,0.20073
2025-01-12 22:00:00,2.4964,0.33285,5.298,0.9663,0.000021345,36.239,0.23209,19.656,13.6,6.565,447.29,4.927,101.61,0.4463,0.0000176388,10.152,0.11699,1.2839,25.122,8.76,0.27458,5.034,1.5039,0.42107,0.7232,1.212,20.598,1.5382,4.7194,0.19928
2025-01-12 22:15:00,2.4976,0.33251,5.297,0.9665,0.000021331,36.106,0.23163,19.612,13.536,6.556,445.85,4.912,101.6,0.4448,0.0000175864,10.11,0.11643,1.2788,25.017,8.729,0.27376,5.025,1.4979,0.4204,0.7202,1.2061,20.494,1.5336,4.6977,0.19876
2025-01-12 22:30:00,2.498,0.33344,5.31,0.9662,0.000021376,36.201,0.23181,19.687,13.583,6.577,445.73,4.932,101.74,0.4474,0.000017635,10.168,0.11686,1.2879,25.067,8.759,0.27456,5.048,1.5024,0.42052,0.7244,1.2112,20.615,1.5464,4.7014,0.19982
2025-01-12 22:45:00,2.4955,0.33343,5.3,0.9632,0.00002137,36.219,0.23148,19.661,13.528,6.575,446.13,4.924,101.51,0.4464,0.0000175982,10.147,0.11688,1.286,25.045,8.743,0.27456,5.049,1.4989,0.42056,0.7224,1.2089,20.558,1.547,4.7061,0.19961
2025-01-12 23:00:00,2.4957,0.33427,5.292,0.9652,0.000021409,36.31,0.23182,19.682,13.561,6.594,446.63,4.938,101.84,0.4483,0.0000176095,10.186,0.1173,1.291,25.114,8.766,0.27483,5.057,1.5054,0.42199,0.7252,1.21,20.639,1.5492,4.7155,0.20048
2025-01-12 23:15:00,2.4952,0.33439,5.282,0.9675,0.00002143,36.38,0.23195,19.701,13.585,6.599,447.6,4.943,102.12,0.4488,0.0000176612,10.197,0.11721,1.292,25.131,8.767,0.27608,5.063,1.5057,0.42117,0.7264,1.2099,20.693,1.543,4.7096,0.20032
2025-01-12 23:30:00,2.5036,0.33545,5.298,0.9694,0.000021494,36.487,0.23314,19.817,13.605,6.624,446.94,4.964,102.2,0.4501,0.0000177131,10.224,0.11718,1.2957,25.218,8.809,0.27732,5.085,1.5103,0.42243,0.7298,1.2164,20.766,1.5472,4.7349,0.20125
2025-01-12 23:45:00,2.5035,0.33574,5.305,0.9677,0.00002155,36.545,0.23346,19.829,13.62,6.629,447.66,4.97,102.31,0.45,0.0000177493,10.224,0.11683,1.2984,25.249,8.825,0.27792,5.085,1.5111,0.42199,0.7301,1.2188,20.846,1.5433,4.7307,0.20156
2025-01-13 00:00:00,2.5068,0.33623,5.304,0.967,0.000021666,36.444,0.23321,19.864,13.634,6.653,447.8,4.977,102.44,0.4512,0.0000177671,10.281,0.1164,1.2997,25.328,8.811,0.28062,5.098,1.5109,0.42341,0.7313,1.2206,20.815,1.5433,4.7257,0.20162
2025-01-13 00:15:00,2.5387,0.34019,5.324,0.9797,0.000021854,36.944,0.23474,20.133,13.757,6.727,449.16,5.035,103.42,0.4556,0.0000179835,10.407,0.11713,1.3176,25.542,8.939,0.28451,5.161,1.5297,0.43477,0.7388,1.2326,21.087,1.5702,4.7894,0.20389
2025-01-13 00:30:00,2.544,0.34375,5.339,0.9858,0.000022065,37.131,0.23611,20.292,13.871,6.783,451.92,5.072,103.93,0.458,0.0000181824,10.483,0.11762,1.3367,25.686,9.014,0.28628,5.204,1.536,0.43487,0.7447,1.2446,21.368,1.5801,4.8233,0.20504
2025-01-13 00:45:00,2.5459,0.34131,5.333,0.9802,0.000022019,36.973,0.23578,20.161,13.781,6.737,449.67,5.037,103.46,0.4567,0.000018094,10.434,0.1175,1.327,25.636,9.003,0.28404,5.178,1.5274,0.43451,0.7425,1.2386,21.187,1.5748,4.7803,0.20444
2025-01-13 01:00:00,2.5312,0.33975,5.315,0.9733,0.000021925,36.727,0.23489,19.966,13.658,6.679,448.24,4.998,103.01,0.4533,0.0000179651,10.327,0.1169,1.3166,25.466,8.933,0.28172,5.153,1.5154,0.43064,0.7358,1.226,20.983,1.5592,4.7505,0.20282
2025-01-13 01:15:00,2.549,0.34048,5.329,0.975,0.000022037,36.762,0.23467,20.05,13.698,6.701,450.29,5.006,103.24,0.4535,0.0000180957,10.348,0.11634,1.3209,25.494,8.969,0.28301,5.166,1.521,0.43403,0.7363,1.2262,21.042,1.5649,4.7519,0.20343
2025-01-13 01:30:00,2.5401,0.33775,5.312,0.9704,0.000021891,36.547,0.23313,19.893,13.587,6.655,447.95,4.981,102.81,0.4495,0.0000178892,10.287,0.11605,1.3113,25.342,8.939,0.28083,5.132,1.5121,0.4293,0.7294,1.2177,20.842,1.5463,4.7116,0.20189
2025-01-13 01:45:00,2.5295,0.33572,5.293,0.965,0.000021749,36.346,0.23229,19.762,13.56,6.618,446.24,4.955,102.23,0.448,0.0000176898,10.238,0.11563,1.3033,25.237,8.879,0.27985,5.111,1.5015,0.42793,0.7255,1.215,20.72,1.5342,4.6765,0.20106
2025-01-13 02:00:00,2.5237,0.33496,5.246,0.9641,0.000021557,36.149,0.23182,19.684,13.458,6.588,443.72,4.944,101.98,0.4466,0.0000176098,10.175,0.1153,1.3007,25.175,8.843,0.27866,5.091,1.4944,0.42485,0.7257,1.2091,20.699,1.5303,4.6645,0.20025
2025-01-13 02:15:00,2.5165,0.33462,5.245,0.9602,0.000021469,36.15,0.23111,19.668,13.414,6.582,443.23,4.916,101.49,0.4447,0.0000175466,10.099,0.11529,1.2891,25.032,8.772,0.27748,5.094,1.4932,0.42377,0.7227,1.2032,20.638,1.5232,4.6628,0.19955
2025-01-13 02:30:00,2.5007,0.33216,5.214,0.9526,0.000021249,35.779,0.22935,19.484,13.309,6.53,440.39,4.884,100.74,0.4412,0.0000173329,10.023,0.11466,1.2767,24.87,8.685,0.27456,5.041,1.4734,0.41985,0.7165,1.1913,20.416,1.5039,4.6564,0.19766
2025-01-13 02:45:00,2.5152,0.33345,5.187,0.9548,0.000021298,35.603,0.22969,19.507,13.288,6.503,436.72,4.881,100.92,0.4415,0.0000174079,10.061,0.11517,1.2742,24.892,8.685,0.27467,5.042,1.4692,0.42205,0.7177,1.1962,20.379,1.5052,4.6918,0.198
2025-01-13 03:00:00,2.5192,0.33394,5.164,0.9547,0.000021208,35.697,0.23009,19.563,13.314,6.502,436.21,4.881,100.59,0.4406,0.0000174354,10.057,0.11538,1.27,24.854,8.652,0.27503,5.041,1.4714,0.42162,0.718,1.1965,20.359,1.5095,4.6829,0.1981
2025-01-13 03:15:00,2.5156,0.3336,5.167,0.9528,0.00002115,35.609,0.22958,19.538,13.29,6.492,435.06,4.859,100.53,0.4399,0.0000173785,10.058,0.11476,1.2624,24.835,8.616,0.27489,5.031,1.4666,0.42089,0.7148,1.1933,20.276,1.5034,4.6703,0.19749
2025-01-13 03:30:00,2.5283,0.33346,5.18,0.9534,0.000021126,35.541,0.22964,19.529,13.271,6.496,435.96,4.855,100.93,0.4396,0.0000173169,10.015,0.11518,1.2597,24.858,8.604,0.27458,5.031,1.4649,0.42303,0.7143,1.1929,20.231,1.4958,4.6236,0.19731
2025-01-13 03:45:00,2.5048,0.33199,5.169,0.9479,0.00002112,35.35,0.22915,19.386,13.212,6.453,434.21,4.812,100.56,0.4367,0.0000172618,9.939,0.11442,1.2557,24.773,8.544,0.27341,4.997,1.4575,0.42051,0.7082,1.1867,20.091,1.4784,4.6214,0.19604
2025-01-13 04:00:00,2.5233,0.3332,5.189,0.9506,0.000021203,35.517,0.22953,19.527,13.294,6.504,436.21,4.857,101.04,0.4408,0.0000173012,10.016,0.11488,1.2646,24.858,8.572,0.27541,5.035,1.4679,0.42347,0.7127,1.1952,20.239,1.4927,4.613,0.19729
2025-01-13 04:15:00,2.5324,0.33492,5.213,0.9575,0.000021386,35.818,0.23045,19.691,13.368,6.544,437.84,4.88,101.55,0.4442,0.0000174281,10.116,0.11543,1.2774,25.043,8.664,0.27806,5.072,1.4797,0.42691,0.7199,1.2037,20.424,1.5134,4.6407,0.19896
2025-01-13 04:30:00,2.524,0.3334,5.206,0.9538,0.000021301,35.673,0.22999,19.586,13.315,6.522,436.18,4.854,101.29,0.4428,0.0000173584,10.063,0.1152,1.2697,24.973,8.635,0.27751,5.045,1.4723,0.42492,0.715,1.196,20.316,1.4985,4.6236,0.19784
2025-01-13 04:45:00,2.5233,0.33284,5.206,0.9555,0.000021258,35.65,0.22982,19.535,13.307,6.526,437.01,4.849,101.19,0.4428,0.0000173114,10.077,0.11511,1.2677,24.95,8.628,0.27728,5.043,1.4695,0.42446,0.7139,1.1933,20.311,1.4961,4.6232,0.1975
2025-01-13 05:00:00,2.516,0.33144,5.184,0.9524,0.000021202,35.459,0.22925,19.436,13.231,6.474,436.68,4.826,100.78,0.4396,0.0000172508,10.016,0.11532,1.2521,24.853,8.575,0.2753,5.018,1.4612,0.42308,0.7106,1.1874,20.191,1.488,4.5963,0.19631
2025-01-13 05:15:00,2.5102,0.33122,5.189,0.9505,0.000021172,35.411,0.22909,19.395,13.215,6.48,435.41,4.82,100.4,0.439,0.000017245,10.025,0.1153,1.2497,24.821,8.563,0.27466,5.012,1.4643,0.42211,0.7105,1.1901,20.175,1.488,4.5833,0.19606
2025-01-13 05:30:00,2.4999,0.32915,5.183,0.9466,0.000021106,35.254,0.22869,19.349,13.208,6.464,435.42,4.803,100.05,0.4375,0.0000171931,10.006,0.11511,1.2459,24.767,8.548,0.27293,4.993,1.4588,0.41945,0.7082,1.186,20.071,1.4837,4.5579,0.19519
2025-01-13 05:45:00,2.5085,0.32939,5.166,0.944,0.000021088,35.158,0.22826,19.333,13.158,6.46,434.34,4.779,99.65,0.4369,0.0000171437,9.971,0.11459,1.2418,24.691,8.523,0.27157,4.985,1.4549,0.41941,0.7064,1.1828,20.097,1.4756,4.5448,0.19465
2025-01-13 06:00:00,2.5142,0.33039,5.182,0.9483,0.000021098,35.302,0.22895,19.384,13.199,6.502,434.73,4.78,100.02,0.4393,0.0000172041,10.005,0.11479,1.2476,24.782,8.566,0.27295,5.002,1.4593,0.42151,0.7085,1.188,20.174,1.4754,4.5582,0.19568
2025-01-13 06:15:00,2.4938,0.32991,5.169,0.9428,0.000021034,35.188,0.22802,19.281,13.128,6.455,434.05,4.744,99.76,0.4363,0.0000171111,9.944,0.11433,1.2387,24.667,8.497,0.27134,4.971,1.4533,0.41949,0.7038,1.1788,20.05,1.4651,4.5341,0.19441
2025-01-13 06:30:00,2.4791,0.32811,5.151,0.9374,0.000020999,35.024,0.2273,19.225,13.078,6.42,431.54,4.702,99.43,0.4338,0.0000170408,9.91,0.11386,1.2341,24.547,8.467,0.27041,4.95,1.4451,0.4155,0.7005,1.1743,19.927,1.4596,4.5155,0.19358
2025-01-13 06:45:00,2.4567,0.32679,5.133,0.9325,0.000020835,34.864,0.22663,19.095,13.004,6.366,429.39,4.681,98.76,0.4311,0.0000169079,9.835,0.11357,1.2274,24.455,8.404,0.2693,4.915,1.4374,0.41164,0.6972,1.1662,19.851,1.4495,4.4794,0.19226
2025-01-13 07:00:00,2.4605,0.32744,5.146,0.9346,0.000020871,34.85,0.22672,19.082,13.018,6.39,429.09,4.705,98.76,0.4318,0.0000169474,9.822,0.1134,1.2306,24.434,8.42,0.26982,4.93,1.4362,0.4118,0.6978,1.1684,19.852,1.4591,4.4846,0.19256
